student_id,question_id,question_text,reference_answer,student_answer,section,topic,is_correct
STUDENT_115,sectionB_fuzzy_logic_q5,"If output sets are aggregated using Max, and Rule 1 firing strength is 0.7, Rule 2 is 0.9, what is the height of combined fuzzy set?",B,B,Section B,Fuzzy Logic,correct
STUDENT_115,sectionB_fuzzy_logic_q6,"Calculate the membership values for intersection A ∩ B using standard Min operator for sets A={(1,0.2), (2,0.8), (3,0.5)} and B={(1,0.6), (2,0.3), (3,0.9)}.",C,A,Section B,Fuzzy Logic,incorrect
STUDENT_115,sectionB_fuzzy_logic_q7,"If input variables and linguistic terms increase, what is the primary consequence concerning the rule base?",C,C,Section B,Fuzzy Logic,correct
STUDENT_115,sectionB_fuzzy_logic_q8,"Which system is generally faster for real-time control, Mamdani or Sugeno?",C,C,Section B,Fuzzy Logic,correct
STUDENT_115,sectionB_fuzzy_logic_q9,"Evaluate the trade-off when selecting a narrow versus a wide Membership Function for ""High"" temperature.",B,B,Section B,Fuzzy Logic,correct
STUDENT_115,sectionB_fuzzy_logic_q10,Design a fuzzy rule linking highly certain input state with moderately conservative output action.,C,C,Section B,Fuzzy Logic,correct
STUDENT_115,sectionB_deep_neural_networks_q1,What defines a deep neural network?,B,B,Section B,Deep Neural Networks,correct
STUDENT_115,sectionB_deep_neural_networks_q2,Which activation function is widely used in modern DNNs?,B,B,Section B,Deep Neural Networks,correct
STUDENT_115,sectionB_deep_neural_networks_q3,Why are non-linear activation functions important?,B,B,Section B,Deep Neural Networks,correct
STUDENT_115,sectionB_deep_neural_networks_q4,What is the purpose of backpropagation?,B,B,Section B,Deep Neural Networks,correct
STUDENT_115,sectionB_deep_neural_networks_q5,What is computed before activation in a neuron?,C,C,Section B,Deep Neural Networks,correct
STUDENT_115,sectionB_deep_neural_networks_q6,What happens if learning rate is too high?,C,C,Section B,Deep Neural Networks,correct
STUDENT_115,sectionB_deep_neural_networks_q7,What is the vanishing gradient problem?,B,B,Section B,Deep Neural Networks,correct
STUDENT_115,sectionB_deep_neural_networks_q8,A DNN shows lower acceptance rates for a specific demographic. What is the likely issue?,C,C,Section B,Deep Neural Networks,correct
STUDENT_115,sectionB_deep_neural_networks_q9,A highly accurate DNN cannot explain its decisions. What is the main concern?,C,C,Section B,Deep Neural Networks,correct
STUDENT_115,sectionB_deep_neural_networks_q10,How would you improve fairness in a DNN used for loan approval?,B,B,Section B,Deep Neural Networks,correct
STUDENT_115,sectionC_c1,AI tools help me clarify complex technical concepts more effectively.,,5,Section C,,
STUDENT_115,sectionC_c2,AI is a valuable assistant for summarizing and connecting different parts of the lesson.,,5,Section C,,
STUDENT_115,sectionC_c3,I feel more capable of solving technical exercises when I have AI support.,,5,Section C,,
STUDENT_115,sectionC_c4,I am confident in my ability to explore new technical topics with AI as a guide.,,5,Section C,,
STUDENT_115,sectionC_c5,I proactively verify AI-generated information against official textbooks or slides.,,5,Section C,,
STUDENT_115,sectionC_c6,I can identify if an AI's technical explanation is illogical or incorrect.,,5,Section C,,
STUDENT_115,sectionC_c7,I use AI to get hints or ideas rather than just asking for the final answer.,,5,Section C,,
STUDENT_115,sectionC_c8,I prioritize my own logical reasoning over the solutions suggested by AI.,,5,Section C,,
STUDENT_115,sectionC_c9,"I trust AI's support, but I take full responsibility for the accuracy of my work.",,5,Section C,,
STUDENT_115,sectionC_c10,I am ready to apply this AI-supported learning style to my future studies.,,5,Section C,,
STUDENT_032,sectionA_yearOfStudy,1. Current year of study,,Postgraduate,Section A,,
STUDENT_032,sectionA_gender,2. Gender,,Female,Section A,,
STUDENT_032,sectionA_studentStatus,3. Current status,,Working student,Section A,,
STUDENT_032,sectionA_selfLearningScale,4. Self-learning ability (1-5),,4,Section A,,
STUDENT_032,sectionA_topicFirst,5. First topic selected for assessment,,logistic_regression,Section A,,
STUDENT_032,sectionA_topicSecond,6. Second topic selected for assessment,,recommender_system,Section A,,
STUDENT_032,sectionA_studiedTopic1,7. Studied Topic 1 before?,,Self-taught,Section A,,
STUDENT_032,sectionA_studiedTopic2,8. Studied Topic 2 before?,,Never,Section A,,
STUDENT_032,sectionA_familiarityTopic1Scale,9. Familiarity with Topic 1 (1-5),,4,Section A,,
STUDENT_032,sectionA_familiarityTopic2Scale,10. Familiarity with Topic 2 (1-5),,1,Section A,,
STUDENT_032,sectionA_usedGenAi,11. Used GenAI tools for learning?,,Yes,Section A,,
STUDENT_032,sectionA_aiLearningFrequency,12. Frequency of using AI for learning,,Daily,Section A,,
STUDENT_032,sectionA_aiToolPrimary,13. AI tool used most,,Gemini,Section A,,
STUDENT_032,sectionA_aiStudyPurpose,14. Primary purpose of using AI,,Explain and research,Section A,,
STUDENT_032,sectionA_attendedAiTraining,15. Attended AI course or workshop?,,No,Section A,,
STUDENT_032,sectionB_logistic_regression_q1,What is the primary difference between Linear and Logistic Regression regarding the dependent variable (Y)?,A,A,Section B,Logistic Regression,correct
STUDENT_032,sectionB_logistic_regression_q2,Which function is applied in Logistic Regression to map the output into a probability range between 0 and 1?,C,C,Section B,Logistic Regression,correct
STUDENT_032,sectionB_logistic_regression_q3,Why does Logistic Regression use the Sigmoid function instead of directly using the linear equation?,B,B,Section B,Logistic Regression,correct
STUDENT_032,sectionB_logistic_regression_q4,"In Logistic Regression, what is the formula for the log-odds (logit)?",A,A,Section B,Logistic Regression,correct
STUDENT_032,sectionB_logistic_regression_q5,"If a Logistic Regression model provides a log-odds value of 0, what is the probability (p)?",B,B,Section B,Logistic Regression,correct
STUDENT_032,sectionB_logistic_regression_q6,Which cost function is typically minimized for Logistic Regression?,C,C,Section B,Logistic Regression,correct
STUDENT_032,sectionB_logistic_regression_q7,How should a coefficient β be interpreted in Logistic Regression?,C,C,Section B,Logistic Regression,correct
STUDENT_032,sectionB_logistic_regression_q8,"If data points are perfectly separated by a linear boundary, what happens to unregularized coefficients?",B,B,Section B,Logistic Regression,correct
STUDENT_032,sectionB_logistic_regression_q9,"In predicting machine failure, which metric should be prioritized?",B,B,Section B,Logistic Regression,correct
STUDENT_032,sectionB_logistic_regression_q10,How to adapt Binary Logistic Regression for three or more mutually exclusive classes?,C,C,Section B,Logistic Regression,correct
STUDENT_032,sectionB_recommender_system_q1,Which accuracy metric is specifically noted for placing a higher emphasis on larger deviations between predicted and actual ratings?,B,B,Section B,Recommender System,correct
STUDENT_032,sectionB_recommender_system_q2,"In the context of Content-based Filtering, what does the Inverse Document Frequency (IDF) aim to achieve?",B,B,Section B,Recommender System,correct
STUDENT_032,sectionB_recommender_system_q3,Why is Item-based Collaborative Filtering (I2I) often preferred over User-based (U2U) in large-scale commercial systems like Amazon?,C,C,Section B,Recommender System,correct
STUDENT_032,sectionB_recommender_system_q4,"From the ""Recommendation Perspective,"" what is the primary goal of suggesting items from the ""Long Tail""?",B,B,Section B,Recommender System,correct
STUDENT_032,sectionB_recommender_system_q5,"If a keyword i appears in every single document in a collection, what will its TF-IDF weight be?",A,A,Section B,Recommender System,correct
STUDENT_032,sectionB_recommender_system_q6,"In User-based CF, why do we add the weighted difference of neighbors' ratings to the user's own average rating?",B,B,Section B,Recommender System,correct
STUDENT_032,sectionB_recommender_system_q7,"What is the fundamental disadvantage of using the ""Memory-based"" approach in a real-world system with millions of customers?",C,C,Section B,Recommender System,correct
STUDENT_032,sectionB_recommender_system_q8,"How does ""Recursive Collaborative Filtering"" address the challenge of sparse datasets?",C,C,Section B,Recommender System,correct
STUDENT_032,sectionB_recommender_system_q9,A researcher finds very high RMSE but excellent user satisfaction. Why might this happen?,B,B,Section B,Recommender System,correct
STUDENT_032,sectionB_recommender_system_q10,"In a Constraint-based system, what is the purpose of calculating ""Minimal Diagnoses""?",C,C,Section B,Recommender System,correct
STUDENT_032,sectionC_c1,AI tools help me clarify complex technical concepts more effectively.,,4,Section C,,
STUDENT_032,sectionC_c2,AI is a valuable assistant for summarizing and connecting different parts of the lesson.,,4,Section C,,
STUDENT_032,sectionC_c3,I feel more capable of solving technical exercises when I have AI support.,,4,Section C,,
STUDENT_032,sectionC_c4,I am confident in my ability to explore new technical topics with AI as a guide.,,4,Section C,,
STUDENT_032,sectionC_c5,I proactively verify AI-generated information against official textbooks or slides.,,5,Section C,,
STUDENT_032,sectionC_c6,I can identify if an AI's technical explanation is illogical or incorrect.,,4,Section C,,
STUDENT_032,sectionC_c7,I use AI to get hints or ideas rather than just asking for the final answer.,,4,Section C,,
STUDENT_032,sectionC_c8,I prioritize my own logical reasoning over the solutions suggested by AI.,,4,Section C,,
STUDENT_032,sectionC_c9,"I trust AI's support, but I take full responsibility for the accuracy of my work.",,5,Section C,,
STUDENT_032,sectionC_c10,I am ready to apply this AI-supported learning style to my future studies.,,5,Section C,,
STUDENT_057,sectionA_yearOfStudy,1. Current year of study,,2nd year,Section A,,
STUDENT_057,sectionA_gender,2. Gender,,Male,Section A,,
STUDENT_057,sectionA_studentStatus,3. Current status,,Full-time student,Section A,,
STUDENT_057,sectionA_selfLearningScale,4. Self-learning ability (1-5),,1,Section A,,
STUDENT_057,sectionA_topicFirst,5. First topic selected for assessment,,association_rules_mining,Section A,,
STUDENT_057,sectionA_topicSecond,6. Second topic selected for assessment,,latent_dirichlet_allocation,Section A,,
STUDENT_057,sectionA_studiedTopic1,7. Studied Topic 1 before?,,Self-taught,Section A,,
STUDENT_057,sectionA_studiedTopic2,8. Studied Topic 2 before?,,Self-taught,Section A,,
STUDENT_057,sectionA_familiarityTopic1Scale,9. Familiarity with Topic 1 (1-5),,4,Section A,,
STUDENT_057,sectionA_familiarityTopic2Scale,10. Familiarity with Topic 2 (1-5),,4,Section A,,
STUDENT_057,sectionA_usedGenAi,11. Used GenAI tools for learning?,,Yes,Section A,,
STUDENT_057,sectionA_aiLearningFrequency,12. Frequency of using AI for learning,,Daily,Section A,,
STUDENT_057,sectionA_aiToolPrimary,13. AI tool used most,,ChatGPT,Section A,,
STUDENT_057,sectionA_aiStudyPurpose,14. Primary purpose of using AI,,Exploring new ideas,Section A,,
STUDENT_057,sectionA_attendedAiTraining,15. Attended AI course or workshop?,,No,Section A,,
STUDENT_057,sectionB_association_rules_mining_q1,"According to the formal definition of an association rule X -> Y, which condition must be met regarding the relationship between set X and set Y?",B,B,Section B,Association Rules Mining,correct
STUDENT_057,sectionB_association_rules_mining_q2,"In the apriori_gen procedure, what is the specific condition for joining two (k-1)-itemsets (L1 and L2) to create a candidate k-itemset?",C,C,Section B,Association Rules Mining,correct
STUDENT_057,sectionB_association_rules_mining_q3,"Why does the Apriori algorithm perform a ""Prune step"" by checking if all (k-1)-subsets of a candidate are frequent?",B,B,Section B,Association Rules Mining,correct
STUDENT_057,sectionB_association_rules_mining_q4,The ARM problem is decomposed into two sub-problems. What is the primary focus of the first sub-problem?,C,C,Section B,Association Rules Mining,correct
STUDENT_057,sectionB_association_rules_mining_q5,"Given L2 = { {I1, I2}, {I1, I3}, {I1, I5}, {I2, I3} }. During the generation of C3, which candidate is generated by the Join step but then Pruned?",D,D,Section B,Association Rules Mining,correct
STUDENT_057,sectionB_association_rules_mining_q6,"Calculate the Confidence of the rule {I1, I3} -> {I2} based on typical transaction data.",C,C,Section B,Association Rules Mining,correct
STUDENT_057,sectionB_association_rules_mining_q7,"If the minimum support (minSup) is significantly decreased, how does it affect the computational complexity of the Apriori algorithm?",B,B,Section B,Association Rules Mining,correct
STUDENT_057,sectionB_association_rules_mining_q8,Compare the Support of a rule X -> Y and the Support of its antecedent itemset X. Which statement is always true?,B,B,Section B,Association Rules Mining,correct
STUDENT_057,sectionB_association_rules_mining_q9,A retail manager discovers a rule with high Confidence but very low Support. How should they evaluate this result?,B,B,Section B,Association Rules Mining,correct
STUDENT_057,sectionB_association_rules_mining_q10,"How would you modify the has_infrequent_subset procedure to find ""Closed Itemsets""?",C,C,Section B,Association Rules Mining,correct
STUDENT_057,sectionB_latent_dirichlet_allocation_q1,"In Latent Dirichlet Allocation (LDA), what does each topic represent?",B,B,Section B,Latent Dirichlet Allocation,correct
STUDENT_057,sectionB_latent_dirichlet_allocation_q2,What is the role of the Dirichlet distribution in LDA?,C,C,Section B,Latent Dirichlet Allocation,correct
STUDENT_057,sectionB_latent_dirichlet_allocation_q3,Why is LDA considered a generative probabilistic model?,B,B,Section B,Latent Dirichlet Allocation,correct
STUDENT_057,sectionB_latent_dirichlet_allocation_q4,What is the key assumption LDA makes about documents?,C,C,Section B,Latent Dirichlet Allocation,correct
STUDENT_057,sectionB_latent_dirichlet_allocation_q5,"If a document has topic distribution θ = [0.7 Sports, 0.3 Politics], what does this imply?",B,B,Section B,Latent Dirichlet Allocation,correct
STUDENT_057,sectionB_latent_dirichlet_allocation_q6,"During Gibbs Sampling in LDA, what is iteratively updated?",B,B,Section B,Latent Dirichlet Allocation,correct
STUDENT_057,sectionB_latent_dirichlet_allocation_q7,What happens if the number of topics K is too large?,B,B,Section B,Latent Dirichlet Allocation,correct
STUDENT_057,sectionB_latent_dirichlet_allocation_q8,What is a primary ethical concern when using LDA on private messages without consent?,B,B,Section B,Latent Dirichlet Allocation,correct
STUDENT_057,sectionB_latent_dirichlet_allocation_q9,Which factor is most critical from an ethical standpoint when deploying LDA for user profiling?,C,C,Section B,Latent Dirichlet Allocation,correct
STUDENT_057,sectionB_latent_dirichlet_allocation_q10,How would you modify an LDA-based system to address privacy concerns?,B,B,Section B,Latent Dirichlet Allocation,correct
STUDENT_057,sectionC_c1,AI tools help me clarify complex technical concepts more effectively.,,4,Section C,,
STUDENT_057,sectionC_c2,AI is a valuable assistant for summarizing and connecting different parts of the lesson.,,4,Section C,,
STUDENT_057,sectionC_c3,I feel more capable of solving technical exercises when I have AI support.,,4,Section C,,
STUDENT_057,sectionC_c4,I am confident in my ability to explore new technical topics with AI as a guide.,,4,Section C,,
STUDENT_057,sectionC_c5,I proactively verify AI-generated information against official textbooks or slides.,,4,Section C,,
STUDENT_057,sectionC_c6,I can identify if an AI's technical explanation is illogical or incorrect.,,4,Section C,,
STUDENT_057,sectionC_c7,I use AI to get hints or ideas rather than just asking for the final answer.,,4,Section C,,
STUDENT_057,sectionC_c8,I prioritize my own logical reasoning over the solutions suggested by AI.,,4,Section C,,
STUDENT_057,sectionC_c9,"I trust AI's support, but I take full responsibility for the accuracy of my work.",,4,Section C,,
STUDENT_057,sectionC_c10,I am ready to apply this AI-supported learning style to my future studies.,,4,Section C,,
STUDENT_041,sectionA_yearOfStudy,1. Current year of study,,Postgraduate,Section A,,
STUDENT_041,sectionA_gender,2. Gender,,Male,Section A,,
STUDENT_041,sectionA_studentStatus,3. Current status,,Full-time student,Section A,,
STUDENT_041,sectionA_selfLearningScale,4. Self-learning ability (1-5),,4,Section A,,
STUDENT_041,sectionA_topicFirst,5. First topic selected for assessment,,logistic_regression,Section A,,
STUDENT_041,sectionA_topicSecond,6. Second topic selected for assessment,,linear_regression,Section A,,
STUDENT_041,sectionA_studiedTopic1,7. Studied Topic 1 before?,,University course,Section A,,
STUDENT_041,sectionA_studiedTopic2,8. Studied Topic 2 before?,,University course,Section A,,
STUDENT_041,sectionA_familiarityTopic1Scale,9. Familiarity with Topic 1 (1-5),,4,Section A,,
STUDENT_041,sectionA_familiarityTopic2Scale,10. Familiarity with Topic 2 (1-5),,4,Section A,,
STUDENT_041,sectionA_usedGenAi,11. Used GenAI tools for learning?,,Yes,Section A,,
STUDENT_041,sectionA_aiLearningFrequency,12. Frequency of using AI for learning,,Several times a week,Section A,,
STUDENT_041,sectionA_aiToolPrimary,13. AI tool used most,,Gemini,Section A,,
STUDENT_041,sectionA_aiStudyPurpose,14. Primary purpose of using AI,,I mainly use AI to support my learning and understand study materials more effectively.,Section A,,
STUDENT_041,sectionA_attendedAiTraining,15. Attended AI course or workshop?,,No,Section A,,
STUDENT_041,sectionB_logistic_regression_q1,What is the primary difference between Linear and Logistic Regression regarding the dependent variable (Y)?,A,A,Section B,Logistic Regression,correct
STUDENT_041,sectionB_logistic_regression_q2,Which function is applied in Logistic Regression to map the output into a probability range between 0 and 1?,C,C,Section B,Logistic Regression,correct
STUDENT_041,sectionB_logistic_regression_q3,Why does Logistic Regression use the Sigmoid function instead of directly using the linear equation?,B,B,Section B,Logistic Regression,correct
STUDENT_041,sectionB_logistic_regression_q4,"In Logistic Regression, what is the formula for the log-odds (logit)?",A,A,Section B,Logistic Regression,correct
STUDENT_041,sectionB_logistic_regression_q5,"If a Logistic Regression model provides a log-odds value of 0, what is the probability (p)?",B,B,Section B,Logistic Regression,correct
STUDENT_041,sectionB_logistic_regression_q6,Which cost function is typically minimized for Logistic Regression?,C,C,Section B,Logistic Regression,correct
STUDENT_041,sectionB_logistic_regression_q7,How should a coefficient β be interpreted in Logistic Regression?,C,C,Section B,Logistic Regression,correct
STUDENT_041,sectionB_logistic_regression_q8,"If data points are perfectly separated by a linear boundary, what happens to unregularized coefficients?",B,B,Section B,Logistic Regression,correct
STUDENT_041,sectionB_logistic_regression_q9,"In predicting machine failure, which metric should be prioritized?",B,B,Section B,Logistic Regression,correct
STUDENT_041,sectionB_logistic_regression_q10,How to adapt Binary Logistic Regression for three or more mutually exclusive classes?,C,C,Section B,Logistic Regression,correct
STUDENT_041,sectionB_linear_regression_q1,What is the primary goal of Simple Linear Regression?,B,B,Section B,Linear Regression,correct
STUDENT_041,sectionB_linear_regression_q2,"In the equation Y = β0 + β1X + ϵ, what does ϵ represent?",C,C,Section B,Linear Regression,correct
STUDENT_041,sectionB_linear_regression_q3,What is the fundamental difference between Simple and Multiple Linear Regression?,B,B,Section B,Linear Regression,correct
STUDENT_041,sectionB_linear_regression_q4,Explain the meaning of an R-squared value of 0.85 in a model.,B,B,Section B,Linear Regression,correct
STUDENT_041,sectionB_linear_regression_q5,"Model Price = 50,000 + 100 * SqFt. If a house is 2,000 SqFt, what is the predicted price?",A,A,Section B,Linear Regression,correct
STUDENT_041,sectionB_linear_regression_q6,Which loss function is most commonly minimized using Ordinary Least Squares (OLS)?,C,C,Section B,Linear Regression,correct
STUDENT_041,sectionB_linear_regression_q7,"If you observe a parabolic shape in residual plot, what does it indicate?",B,B,Section B,Linear Regression,correct
STUDENT_041,sectionB_linear_regression_q8,Why check for multicollinearity in Multiple Linear Regression?,B,B,Section B,Linear Regression,correct
STUDENT_041,sectionB_linear_regression_q9,High-degree polynomial versus simple linear model for future prediction: which generalize better?,A,A,Section B,Linear Regression,correct
STUDENT_041,sectionB_linear_regression_q10,Propose a transformation for X when the relationship is exponential.,A,A,Section B,Linear Regression,correct
STUDENT_041,sectionC_c1,AI tools help me clarify complex technical concepts more effectively.,,4,Section C,,
STUDENT_041,sectionC_c2,AI is a valuable assistant for summarizing and connecting different parts of the lesson.,,4,Section C,,
STUDENT_041,sectionC_c3,I feel more capable of solving technical exercises when I have AI support.,,2,Section C,,
STUDENT_041,sectionC_c4,I am confident in my ability to explore new technical topics with AI as a guide.,,4,Section C,,
STUDENT_041,sectionC_c5,I proactively verify AI-generated information against official textbooks or slides.,,2,Section C,,
STUDENT_041,sectionC_c6,I can identify if an AI's technical explanation is illogical or incorrect.,,4,Section C,,
STUDENT_041,sectionC_c7,I use AI to get hints or ideas rather than just asking for the final answer.,,5,Section C,,
STUDENT_041,sectionC_c8,I prioritize my own logical reasoning over the solutions suggested by AI.,,3,Section C,,
STUDENT_041,sectionC_c9,"I trust AI's support, but I take full responsibility for the accuracy of my work.",,4,Section C,,
STUDENT_041,sectionC_c10,I am ready to apply this AI-supported learning style to my future studies.,,4,Section C,,
STUDENT_094,sectionA_yearOfStudy,1. Current year of study,,Postgraduate,Section A,,
STUDENT_094,sectionA_gender,2. Gender,,Female,Section A,,
STUDENT_094,sectionA_studentStatus,3. Current status,,Full-time student,Section A,,
STUDENT_094,sectionA_selfLearningScale,4. Self-learning ability (1-5),,3,Section A,,
STUDENT_094,sectionA_topicFirst,5. First topic selected for assessment,,linear_regression,Section A,,
STUDENT_094,sectionA_topicSecond,6. Second topic selected for assessment,,recommender_system,Section A,,
STUDENT_094,sectionA_studiedTopic1,7. Studied Topic 1 before?,,Self-taught,Section A,,
STUDENT_094,sectionA_studiedTopic2,8. Studied Topic 2 before?,,Self-taught,Section A,,
STUDENT_094,sectionA_familiarityTopic1Scale,9. Familiarity with Topic 1 (1-5),,1,Section A,,
STUDENT_094,sectionA_familiarityTopic2Scale,10. Familiarity with Topic 2 (1-5),,1,Section A,,
STUDENT_094,sectionA_usedGenAi,11. Used GenAI tools for learning?,,Yes,Section A,,
STUDENT_094,sectionA_aiLearningFrequency,12. Frequency of using AI for learning,,Several times a week,Section A,,
STUDENT_094,sectionA_aiToolPrimary,13. AI tool used most,,Other,Section A,,
STUDENT_094,sectionA_aiStudyPurpose,14. Primary purpose of using AI,,giải thích rõ hơn các vấn đề mà em chưa hiểu rõ,Section A,,
STUDENT_094,sectionA_attendedAiTraining,15. Attended AI course or workshop?,,No,Section A,,
STUDENT_094,sectionB_linear_regression_q1,What is the primary goal of Simple Linear Regression?,B,B,Section B,Linear Regression,correct
STUDENT_094,sectionB_linear_regression_q2,"In the equation Y = β0 + β1X + ϵ, what does ϵ represent?",C,C,Section B,Linear Regression,correct
STUDENT_094,sectionB_linear_regression_q3,What is the fundamental difference between Simple and Multiple Linear Regression?,B,B,Section B,Linear Regression,correct
STUDENT_094,sectionB_linear_regression_q4,Explain the meaning of an R-squared value of 0.85 in a model.,B,B,Section B,Linear Regression,correct
STUDENT_094,sectionB_linear_regression_q5,"Model Price = 50,000 + 100 * SqFt. If a house is 2,000 SqFt, what is the predicted price?",A,A,Section B,Linear Regression,correct
STUDENT_094,sectionB_linear_regression_q6,Which loss function is most commonly minimized using Ordinary Least Squares (OLS)?,C,C,Section B,Linear Regression,correct
STUDENT_094,sectionB_linear_regression_q7,"If you observe a parabolic shape in residual plot, what does it indicate?",B,B,Section B,Linear Regression,correct
STUDENT_094,sectionB_linear_regression_q8,Why check for multicollinearity in Multiple Linear Regression?,B,B,Section B,Linear Regression,correct
STUDENT_094,sectionB_linear_regression_q9,High-degree polynomial versus simple linear model for future prediction: which generalize better?,A,A,Section B,Linear Regression,correct
STUDENT_094,sectionB_linear_regression_q10,Propose a transformation for X when the relationship is exponential.,A,A,Section B,Linear Regression,correct
STUDENT_094,sectionB_recommender_system_q1,Which accuracy metric is specifically noted for placing a higher emphasis on larger deviations between predicted and actual ratings?,B,B,Section B,Recommender System,correct
STUDENT_094,sectionB_recommender_system_q2,"In the context of Content-based Filtering, what does the Inverse Document Frequency (IDF) aim to achieve?",B,B,Section B,Recommender System,correct
STUDENT_094,sectionB_recommender_system_q3,Why is Item-based Collaborative Filtering (I2I) often preferred over User-based (U2U) in large-scale commercial systems like Amazon?,C,C,Section B,Recommender System,correct
STUDENT_094,sectionB_recommender_system_q4,"From the ""Recommendation Perspective,"" what is the primary goal of suggesting items from the ""Long Tail""?",B,B,Section B,Recommender System,correct
STUDENT_094,sectionB_recommender_system_q5,"If a keyword i appears in every single document in a collection, what will its TF-IDF weight be?",A,A,Section B,Recommender System,correct
STUDENT_094,sectionB_recommender_system_q6,"In User-based CF, why do we add the weighted difference of neighbors' ratings to the user's own average rating?",B,B,Section B,Recommender System,correct
STUDENT_094,sectionB_recommender_system_q7,"What is the fundamental disadvantage of using the ""Memory-based"" approach in a real-world system with millions of customers?",C,C,Section B,Recommender System,correct
STUDENT_094,sectionB_recommender_system_q8,"How does ""Recursive Collaborative Filtering"" address the challenge of sparse datasets?",C,C,Section B,Recommender System,correct
STUDENT_094,sectionB_recommender_system_q9,A researcher finds very high RMSE but excellent user satisfaction. Why might this happen?,B,B,Section B,Recommender System,correct
STUDENT_094,sectionB_recommender_system_q10,"In a Constraint-based system, what is the purpose of calculating ""Minimal Diagnoses""?",C,C,Section B,Recommender System,correct
STUDENT_094,sectionC_c1,AI tools help me clarify complex technical concepts more effectively.,,4,Section C,,
STUDENT_094,sectionC_c2,AI is a valuable assistant for summarizing and connecting different parts of the lesson.,,3,Section C,,
STUDENT_094,sectionC_c3,I feel more capable of solving technical exercises when I have AI support.,,3,Section C,,
STUDENT_094,sectionC_c4,I am confident in my ability to explore new technical topics with AI as a guide.,,3,Section C,,
STUDENT_094,sectionC_c5,I proactively verify AI-generated information against official textbooks or slides.,,4,Section C,,
STUDENT_094,sectionC_c6,I can identify if an AI's technical explanation is illogical or incorrect.,,3,Section C,,
STUDENT_094,sectionC_c7,I use AI to get hints or ideas rather than just asking for the final answer.,,4,Section C,,
STUDENT_094,sectionC_c8,I prioritize my own logical reasoning over the solutions suggested by AI.,,4,Section C,,
STUDENT_094,sectionC_c9,"I trust AI's support, but I take full responsibility for the accuracy of my work.",,3,Section C,,
STUDENT_094,sectionC_c10,I am ready to apply this AI-supported learning style to my future studies.,,3,Section C,,
STUDENT_001,sectionA_yearOfStudy,1. Current year of study,,4th year,Section A,,
STUDENT_001,sectionA_gender,2. Gender,,Male,Section A,,
STUDENT_001,sectionA_studentStatus,3. Current status,,Full-time student,Section A,,
STUDENT_001,sectionA_selfLearningScale,4. Self-learning ability (1-5),,3,Section A,,
STUDENT_001,sectionA_topicFirst,5. First topic selected for assessment,,linear_regression,Section A,,
STUDENT_001,sectionA_topicSecond,6. Second topic selected for assessment,,deep_neural_networks,Section A,,
STUDENT_001,sectionA_studiedTopic1,7. Studied Topic 1 before?,,University course,Section A,,
STUDENT_001,sectionA_studiedTopic2,8. Studied Topic 2 before?,,Self-taught,Section A,,
STUDENT_001,sectionA_familiarityTopic1Scale,9. Familiarity with Topic 1 (1-5),,3,Section A,,
STUDENT_001,sectionA_familiarityTopic2Scale,10. Familiarity with Topic 2 (1-5),,3,Section A,,
STUDENT_001,sectionA_usedGenAi,11. Used GenAI tools for learning?,,Yes,Section A,,
