student_id,question_id,question_text,reference_answer,student_answer,section,topic,is_correct
STUDENT_053,sectionB_linear_regression_q7,Residuals vs fitted values show a parabolic pattern. What does it indicate?,B,A,Section B,Linear Regression,incorrect
STUDENT_053,sectionB_linear_regression_q8,Why check multicollinearity in Multiple LR? Common measure?,B,A,Section B,Linear Regression,incorrect
STUDENT_053,sectionB_linear_regression_q9,Trade-off: high-degree polynomial (perfect train fit) vs simple linear for future prediction—which generalizes better and why?,"The simple linear regression model is generally preferred for generalization. The high-degree polynomial model, while perfectly fitting the training data, is prone to overfitting, which leads to poor performance on new, unseen data.","The short answer: the simple linear model usually generalizes better.  Here’s why.  A high-degree polynomial can fit the training data almost perfectly—even capturing tiny fluctuations or noise. That sounds good, but it creates a classic overfitting problem: the model learns patterns that are specific to the training set but don’t reflect the true underlying relationship. When new data arrives, those “memorized quirks” don’t hold, so prediction error increases.  A simple linear model, on the other hand, may not fit the training data perfectly, but it focuses on the dominant trend. This makes it more robust to new, unseen data. This is an example of underfitting risk—but in many real-world cases, a bit of underfitting is actually safer than overfitting when your goal is prediction.",Section B,Linear Regression,correct
STUDENT_053,sectionB_linear_regression_q10,"Propose a feature transform (e.g., log) when X–Y is exponential; explain for linear regression.","Example Transformation: Transform x to logX (logarithmic transformation). This is necessary because Linear Regression assumes a linear relationship between X and Y. The log transformation effectively linearizes the initial exponential relationship, allowing the standard Linear Regression assumptions to be met.","If the relationship between X and Y looks exponential, a plain linear regression won’t fit well—but you can transform the features to make it linear.  1) Start from the exponential form  Assume the data follows:  Y=a⋅e bX 2) Apply a log transform  Take the natural log of both sides:  ln(Y)=ln(a)+bX  Now this is linear in X:  Target becomes ln(Y) Slope = b Intercept = ln(a) 3) Fit linear regression  You run standard linear regression on:  Input: X Target: ln(Y) 4) Convert predictions back  After predicting ln(Y), exponentiate:  Y ^ =e",Section B,Linear Regression,correct
STUDENT_053,sectionB_deep_neural_networks_q1,What is a Deep Neural Network (DNN)?,B,B,Section B,Deep Neural Networks,correct
STUDENT_053,sectionB_deep_neural_networks_q2,Role of an activation function?,B,B,Section B,Deep Neural Networks,correct
STUDENT_053,sectionB_deep_neural_networks_q3,Why are multiple hidden layers useful?,B,B,Section B,Deep Neural Networks,correct
STUDENT_053,sectionB_deep_neural_networks_q4,What is overfitting in DNNs?,A,A,Section B,Deep Neural Networks,correct
STUDENT_053,sectionB_deep_neural_networks_q5,"High train accuracy, low validation accuracy. What to do?",B,B,Section B,Deep Neural Networks,correct
STUDENT_053,sectionB_deep_neural_networks_q6,Network cannot learn complex patterns. Change that might help?,B,B,Section B,Deep Neural Networks,correct
STUDENT_053,sectionB_deep_neural_networks_q7,Very deep network without normalization techniques?,A,A,Section B,Deep Neural Networks,correct
STUDENT_053,sectionB_deep_neural_networks_q8,Why normalize inputs for DNN training?,B,B,Section B,Deep Neural Networks,correct
STUDENT_053,sectionB_deep_neural_networks_q9,Model does poorly on both training and validation. What does it suggest?,Mentions underfitting / model too simple / insufficient capacity / poor training,underfitting,Section B,Deep Neural Networks,correct
STUDENT_053,sectionB_deep_neural_networks_q10,Propose one real-world DNN application and usefulness.,Provides valid application + correct explanation of DNN usage,medical image diagnosis,Section B,Deep Neural Networks,correct
STUDENT_053,sectionC_c1,I believe that AI can help me understand difficult concepts faster.,,5,Section C,,
STUDENT_053,sectionC_c2,I think that using AI helps me save a significant amount of study time.,,5,Section C,,
STUDENT_053,sectionC_c3,I find AI effective at summarizing lengthy or complex technical documents.,,5,Section C,,
STUDENT_053,sectionC_c4,I believe mastering AI tools is a mandatory skill for my future tech career.,,5,Section C,,
STUDENT_053,sectionC_c5,I am generally confident in the accuracy of technical explanations from AI.,,5,Section C,,
STUDENT_053,sectionC_c6,I feel comfortable relying on algorithmic logic and code generated by AI.,,5,Section C,,
STUDENT_053,sectionC_c7,I trust AI as a reliable resource when exploring new technical topics.,,5,Section C,,
STUDENT_053,sectionC_c8,I feel confident using AI as a supportive tool for self-study.,,5,Section C,,
STUDENT_053,sectionC_c9,I know how to craft effective prompts for high-quality AI responses.,,5,Section C,,
STUDENT_053,sectionC_c10,I can refine my queries if the first AI response is unsatisfactory.,,5,Section C,,
STUDENT_053,sectionC_c11,I feel comfortable using AI to troubleshoot or debug technical coursework.,,5,Section C,,
STUDENT_053,sectionC_c12,I can identify when an AI-generated answer is unreliable or inconsistent.,,5,Section C,,
STUDENT_053,sectionC_c13,Learners should verify AI answers against official textbooks or sources.,,5,Section C,,
STUDENT_053,sectionC_c14,I am aware AI may sound convincing while being incorrect.,,5,Section C,,
STUDENT_053,sectionC_c15,I am ready to use AI as learning support for the Intelligent Systems (IS) course.,,5,Section C,,
STUDENT_009,sectionA_yearOfStudy,1. Current year of study,,4th year,Section A,,
STUDENT_009,sectionA_gender,2. Gender,,Male,Section A,,
STUDENT_009,sectionA_studentStatus,3. Current status,,Working student,Section A,,
STUDENT_009,sectionA_selfLearningScale,4. Self-learning ability (1-5),,4,Section A,,
STUDENT_009,sectionA_topicFirst,5. First topic selected for assessment,,linear_regression,Section A,,
STUDENT_009,sectionA_topicSecond,6. Second topic selected for assessment,,word_embedding,Section A,,
STUDENT_009,sectionA_studiedTopic1,7. Studied Topic 1 before?,,Self-taught,Section A,,
STUDENT_009,sectionA_studiedTopic2,8. Studied Topic 2 before?,,Never,Section A,,
STUDENT_009,sectionA_familiarityTopic1Scale,9. Familiarity with Topic 1 (1-5),,3,Section A,,
STUDENT_009,sectionA_familiarityTopic2Scale,10. Familiarity with Topic 2 (1-5),,1,Section A,,
STUDENT_009,sectionA_usedGenAi,11. Used GenAI tools for learning?,,Yes,Section A,,
STUDENT_009,sectionA_aiLearningFrequency,12. Frequency of using AI for learning,,Daily,Section A,,
STUDENT_009,sectionA_aiToolPrimary,13. AI tool used most,,Copilot,Section A,,
STUDENT_009,sectionA_aiStudyPurpose,14. Primary purpose of using AI,,"- Quickly explain concepts on the surface level. - Generate scripts for simple, manual tasks. - Polish writing.",Section A,,
STUDENT_009,sectionA_attendedAiTraining,15. Attended AI course or workshop?,,No,Section A,,
STUDENT_009,sectionB_linear_regression_q1,Primary goal of Simple Linear Regression?,B,B,Section B,Linear Regression,correct
STUDENT_009,sectionB_linear_regression_q2,"In Y = β0 + β1X + ε, β1 represents:",B,B,Section B,Linear Regression,correct
STUDENT_009,sectionB_linear_regression_q3,Meaning of R² = 0.85?,B,B,Section B,Linear Regression,correct
STUDENT_009,sectionB_linear_regression_q4,Difference between Simple and Multiple Linear Regression?,B,B,Section B,Linear Regression,correct
STUDENT_009,sectionB_linear_regression_q5,"Price = 50,000 + 100·SqFt. Predicted price for 2,000 SqFt?",A,A,Section B,Linear Regression,correct
STUDENT_009,sectionB_linear_regression_q6,Most common loss minimized for standard linear regression training?,C,C,Section B,Linear Regression,correct
STUDENT_009,sectionB_linear_regression_q7,Residuals vs fitted values show a parabolic pattern. What does it indicate?,B,B,Section B,Linear Regression,correct
STUDENT_009,sectionB_linear_regression_q8,Why check multicollinearity in Multiple LR? Common measure?,B,B,Section B,Linear Regression,correct
STUDENT_009,sectionB_linear_regression_q9,Trade-off: high-degree polynomial (perfect train fit) vs simple linear for future prediction—which generalizes better and why?,"The simple linear regression model is generally preferred for generalization. The high-degree polynomial model, while perfectly fitting the training data, is prone to overfitting, which leads to poor performance on new, unseen data.","The higher the degree, the better the model will fit the training data. However, it's most likely trying to fit the noise, not the true pattern behind. As a result, when new actual data comes in, the model won't predict well. This is called overfitting.  A simple linear model might not fit perfectly, but it can capture the underlying pattern more profoundly, hence better prediction towards data.",Section B,Linear Regression,correct
STUDENT_009,sectionB_linear_regression_q10,"Propose a feature transform (e.g., log) when X–Y is exponential; explain for linear regression.","Example Transformation: Transform x to logX (logarithmic transformation). This is necessary because Linear Regression assumes a linear relationship between X and Y. The log transformation effectively linearizes the initial exponential relationship, allowing the standard Linear Regression assumptions to be met.","If the relationship between X and Y is exponential, we take the natural logarithm  (ln) on both side. The equation, in its other form, becomes a linear one. Visually speaking, the exponential curve is now squished into a straight line.  To get predictions back in the original scale, we exponentiate both sides accordingly.",Section B,Linear Regression,partially_correct
STUDENT_009,sectionB_word_embedding_q1,What is a word embedding?,B,B,Section B,Word Embedding,correct
STUDENT_009,sectionB_word_embedding_q2,Which model is commonly used to learn word embeddings?,B,B,Section B,Word Embedding,correct
STUDENT_009,sectionB_word_embedding_q3,"If two words have similar embeddings, it means:",C,C,Section B,Word Embedding,correct
STUDENT_009,sectionB_word_embedding_q4,Main difference: one-hot vs word embeddings?,C,C,Section B,Word Embedding,correct
STUDENT_009,sectionB_word_embedding_q5,Find words with similar meanings. What to use?,B,B,Section B,Word Embedding,correct
STUDENT_009,sectionB_word_embedding_q6,"In Word2Vec, goal of Skip-gram?",B,B,Section B,Word Embedding,correct
STUDENT_009,sectionB_word_embedding_q7,Why do embeddings often beat one-hot in NLP?,A,A,Section B,Word Embedding,correct
STUDENT_009,sectionB_word_embedding_q8,Same word multiple meanings (e.g. “bank”) causes:,B,B,Section B,Word Embedding,correct
STUDENT_009,sectionB_word_embedding_q9,Embeddings give poor similarity. Possible reasons?,"Mentions at least one: poor training data, small corpus, bad hyperparameters, lack of preprocessing","Small corpus, polysemy, out-of-vocabulary, bad hyperparameters, model limits",Section B,Word Embedding,correct
STUDENT_009,sectionB_word_embedding_q10,Propose one embedding application and how it improves performance.,"Provides valid application + correct explanation (e.g., search, recommendation, NLP tasks)","One common application is semantic search. We represent queries and documents as embeddings (using Word2Vec) and retrieve results based on vector similarity instead of exact keyword match.   This improves performance by capturing meaning and synonyms, so relevant results are found even when the wording differs.",Section B,Word Embedding,correct
STUDENT_009,sectionC_c1,I believe that AI can help me understand difficult concepts faster.,,4,Section C,,
STUDENT_009,sectionC_c2,I think that using AI helps me save a significant amount of study time.,,5,Section C,,
STUDENT_009,sectionC_c3,I find AI effective at summarizing lengthy or complex technical documents.,,4,Section C,,
STUDENT_009,sectionC_c4,I believe mastering AI tools is a mandatory skill for my future tech career.,,5,Section C,,
STUDENT_009,sectionC_c5,I am generally confident in the accuracy of technical explanations from AI.,,3,Section C,,
STUDENT_009,sectionC_c6,I feel comfortable relying on algorithmic logic and code generated by AI.,,3,Section C,,
STUDENT_009,sectionC_c7,I trust AI as a reliable resource when exploring new technical topics.,,3,Section C,,
STUDENT_009,sectionC_c8,I feel confident using AI as a supportive tool for self-study.,,4,Section C,,
STUDENT_009,sectionC_c9,I know how to craft effective prompts for high-quality AI responses.,,3,Section C,,
STUDENT_009,sectionC_c10,I can refine my queries if the first AI response is unsatisfactory.,,4,Section C,,
STUDENT_009,sectionC_c11,I feel comfortable using AI to troubleshoot or debug technical coursework.,,4,Section C,,
STUDENT_009,sectionC_c12,I can identify when an AI-generated answer is unreliable or inconsistent.,,3,Section C,,
STUDENT_009,sectionC_c13,Learners should verify AI answers against official textbooks or sources.,,5,Section C,,
STUDENT_009,sectionC_c14,I am aware AI may sound convincing while being incorrect.,,5,Section C,,
STUDENT_009,sectionC_c15,I am ready to use AI as learning support for the Intelligent Systems (IS) course.,,4,Section C,,
STUDENT_051,sectionA_yearOfStudy,1. Current year of study,,Postgraduate,Section A,,
STUDENT_051,sectionA_gender,2. Gender,,Male,Section A,,
STUDENT_051,sectionA_studentStatus,3. Current status,,Working student,Section A,,
STUDENT_051,sectionA_selfLearningScale,4. Self-learning ability (1-5),,3,Section A,,
STUDENT_051,sectionA_topicFirst,5. First topic selected for assessment,,logistic_regression,Section A,,
STUDENT_051,sectionA_topicSecond,6. Second topic selected for assessment,,deep_neural_networks,Section A,,
STUDENT_051,sectionA_studiedTopic1,7. Studied Topic 1 before?,,Online course,Section A,,
STUDENT_051,sectionA_studiedTopic2,8. Studied Topic 2 before?,,Online course,Section A,,
STUDENT_051,sectionA_familiarityTopic1Scale,9. Familiarity with Topic 1 (1-5),,3,Section A,,
STUDENT_051,sectionA_familiarityTopic2Scale,10. Familiarity with Topic 2 (1-5),,4,Section A,,
STUDENT_051,sectionA_usedGenAi,11. Used GenAI tools for learning?,,Yes,Section A,,
STUDENT_051,sectionA_aiLearningFrequency,12. Frequency of using AI for learning,,Daily,Section A,,
STUDENT_051,sectionA_aiToolPrimary,13. AI tool used most,,Gemini,Section A,,
STUDENT_051,sectionA_aiStudyPurpose,14. Primary purpose of using AI,,"AI gives me the keywords and knowledge about topic, however, double check is required. For coding, it provides the basic understanding about how the implementation of library should be.",Section A,,
STUDENT_051,sectionA_attendedAiTraining,15. Attended AI course or workshop?,,No,Section A,,
STUDENT_051,sectionB_logistic_regression_q1,Primary difference: Linear vs Logistic Regression for Y?,A,A,Section B,Logistic Regression,correct
STUDENT_051,sectionB_logistic_regression_q2,"Function mapping linear output to probability in [0,1]?",C,C,Section B,Logistic Regression,correct
STUDENT_051,sectionB_logistic_regression_q3,Why Sigmoid instead of raw linear Y = β0 + β1X + ε in Logistic Regression?,B,B,Section B,Logistic Regression,correct
STUDENT_051,sectionB_logistic_regression_q4,Formula for log-odds (logit) of success p?,A,A,Section B,Logistic Regression,correct
STUDENT_051,sectionB_logistic_regression_q5,Logit = 0 for a customer. Probability p of positive class?,B,B,Section B,Logistic Regression,correct
STUDENT_051,sectionB_logistic_regression_q6,Typical cost minimized when training Logistic Regression?,C,C,Section B,Logistic Regression,correct
STUDENT_051,sectionB_logistic_regression_q7,Interpret coefficient β in Logistic Regression.,C,C,Section B,Logistic Regression,correct
STUDENT_051,sectionB_logistic_regression_q8,Perfect linear separability: why can unregularized Logistic Regression have numerical issues?,B,A,Section B,Logistic Regression,incorrect
STUDENT_051,sectionB_logistic_regression_q9,Machine failure prediction: prioritize Precision (few false alarms) or Recall (catch failures)? Why?,"Recall (minimizing False Negatives) should be prioritized. A False Negative (missing a machine failure) is usually more costly and dangerous than a False Positive (predicting failure when the machine is fine), as failure can lead to severe operational damage or accidents.","In machine failure prediction (Predictive Maintenance), there isn’t a universal “correct” choice. The choice between Precision and Recall is a trade-off between false positive and false negative. The correct priority depends on the consequences of the failure versus the cost of an inspection. 1. Prioritize Recall (catch as many failures as possible): 	The cost of a ""missed"" failure (False Negative) is significantly higher than the cost of an unnecessary check. 	Scenario: A failure causes a complete factory shutdown, destroys expensive equipment, or creates a safety hazard (e.g., a jet engine or a nuclear cooling pump). 	The Math: Minimize False Negatives.  2. Prioritize Precision (few false alarms) 	The cost of a ""false alarm"" (False Positive) is extremely high or disruptive. 	Scenario: Checking the machine requires a specialized team to travel to a remote location (like an offshore wind turbine), or the inspection process itself is invasive and risks damaging the machine. 	The Math: Minimize False Positives.",Section B,Logistic Regression,correct
STUDENT_051,sectionB_logistic_regression_q10,Propose how to extend binary Logistic Regression to 3+ mutually exclusive classes.,"The problem requires Multinomial Logistic Regression (also known as Softmax Regression), which generalizes the sigmoid function to handle multiple classes simultaneously, or using the One-vs-Rest (OvR) approach, which trains separate binary Logistic Regression models for each class against all others.","To extend this to K mutually exclusive classes, replace sigmoid with softmax, which generalizes it to produce a valid probability distribution over all K classes. Rather than treating each class in isolation, softmax looks at the relative magnitude of class scores. A class doesn't get high probability because its score is high in absolute terms — it gets high probability because its score is high relative to all other scores. This means the model is always making a comparative judgment, not K independent binary ones. The exponential in softmax amplifies score differences, making the output distribution sharper when one class dominates and flatter when scores are close.",Section B,Logistic Regression,correct
STUDENT_051,sectionB_deep_neural_networks_q1,What is a Deep Neural Network (DNN)?,B,B,Section B,Deep Neural Networks,correct
STUDENT_051,sectionB_deep_neural_networks_q2,Role of an activation function?,B,B,Section B,Deep Neural Networks,correct
STUDENT_051,sectionB_deep_neural_networks_q3,Why are multiple hidden layers useful?,B,B,Section B,Deep Neural Networks,correct
STUDENT_051,sectionB_deep_neural_networks_q4,What is overfitting in DNNs?,A,A,Section B,Deep Neural Networks,correct
STUDENT_051,sectionB_deep_neural_networks_q5,"High train accuracy, low validation accuracy. What to do?",B,B,Section B,Deep Neural Networks,correct
STUDENT_051,sectionB_deep_neural_networks_q6,Network cannot learn complex patterns. Change that might help?,B,B,Section B,Deep Neural Networks,correct
STUDENT_051,sectionB_deep_neural_networks_q7,Very deep network without normalization techniques?,A,A,Section B,Deep Neural Networks,correct
STUDENT_051,sectionB_deep_neural_networks_q8,Why normalize inputs for DNN training?,B,B,Section B,Deep Neural Networks,correct
STUDENT_051,sectionB_deep_neural_networks_q9,Model does poorly on both training and validation. What does it suggest?,Mentions underfitting / model too simple / insufficient capacity / poor training,"Model is too shallow or too narrow — the most common culprit. Insufficient depth means the model can only learn low-order feature interactions. Insufficient width means each layer's representation is a bottleneck. Either way, the learned function is too simple relative to the data's complexity. Wrong architecture for the data modality — a fully connected network on image data, for instance, ignores spatial structure entirely. The inductive bias of the architecture has to match the structure of the problem. Mismatches here cause underfitting regardless of model size. Over-regularization — too much dropout, excessive L2 penalty, or aggressive early stopping can actively prevent the model from fitting even the training set. Regularization is meant to close the train-validation gap, not widen it; if training loss itself is high, regularization is working against you. Optimization failure — poor learning rate (too high causes divergence, too low causes stagnation), bad initialization, or vanishing gradients in deep networks can prevent the model from converging even if it theoretically has enough capacity. The model has the capacity but cannot find the solution. Insufficient training duration — the model simply hasn't been trained long enough to converge. Less common but worth ruling out first, since it's the cheapest fix.",Section B,Deep Neural Networks,correct
STUDENT_051,sectionB_deep_neural_networks_q10,Propose one real-world DNN application and usefulness.,Provides valid application + correct explanation of DNN usage,"A protein's function is determined not by its amino acid sequence alone, but by the three-dimensional shape that sequence folds into. A chain of hundreds of amino acids folds into a precise, stable geometry in milliseconds inside a cell — driven by physical and chemical forces. Understanding that shape is essential for knowing what the protein does, how it malfunctions in disease, and how a drug might bind to it.Determining protein structure experimentally — through X-ray crystallography, cryo-electron microscopy, or NMR spectroscopy — can take years of work and millions of dollars per protein. As of 2020, only roughly 170,000 structures had been solved experimentally, despite there being hundreds of millions of known sequences. The gap between known sequences and known structures is the central bottleneck in structural biology. AlphaFold 2 takes a raw amino acid sequence as input and outputs the full three-dimensional atomic coordinates of the folded protein — predicting where every atom sits in space, with accuracy competitive with experimental methods. The core of AlphaFold 2 is the Evoformer block, a novel architecture that maintains two coupled representations simultaneously: a per-residue representation and a pairwise representation encoding the relationship between every pair of residues. These two representations update each other iteratively through attention operations — the pairwise representation informs how residues attend to each other, and the residue-level updates feed back into the pairwise representation. After dozens of these coupled update cycles, the pairwise representation encodes rich geometric constraints about which residues are near each other in 3D space.",Section B,Deep Neural Networks,correct
STUDENT_051,sectionC_c1,I believe that AI can help me understand difficult concepts faster.,,5,Section C,,
STUDENT_051,sectionC_c2,I think that using AI helps me save a significant amount of study time.,,5,Section C,,
STUDENT_051,sectionC_c3,I find AI effective at summarizing lengthy or complex technical documents.,,5,Section C,,
STUDENT_051,sectionC_c4,I believe mastering AI tools is a mandatory skill for my future tech career.,,2,Section C,,
STUDENT_051,sectionC_c5,I am generally confident in the accuracy of technical explanations from AI.,,2,Section C,,
STUDENT_051,sectionC_c6,I feel comfortable relying on algorithmic logic and code generated by AI.,,3,Section C,,
STUDENT_051,sectionC_c7,I trust AI as a reliable resource when exploring new technical topics.,,2,Section C,,
STUDENT_051,sectionC_c8,I feel confident using AI as a supportive tool for self-study.,,4,Section C,,
STUDENT_051,sectionC_c9,I know how to craft effective prompts for high-quality AI responses.,,2,Section C,,
STUDENT_051,sectionC_c10,I can refine my queries if the first AI response is unsatisfactory.,,2,Section C,,
STUDENT_051,sectionC_c11,I feel comfortable using AI to troubleshoot or debug technical coursework.,,4,Section C,,
STUDENT_051,sectionC_c12,I can identify when an AI-generated answer is unreliable or inconsistent.,,4,Section C,,
STUDENT_051,sectionC_c13,Learners should verify AI answers against official textbooks or sources.,,4,Section C,,
STUDENT_051,sectionC_c14,I am aware AI may sound convincing while being incorrect.,,4,Section C,,
STUDENT_051,sectionC_c15,I am ready to use AI as learning support for the Intelligent Systems (IS) course.,,4,Section C,,
STUDENT_099,sectionA_yearOfStudy,1. Current year of study,,3rd year,Section A,,
STUDENT_099,sectionA_gender,2. Gender,,Male,Section A,,
STUDENT_099,sectionA_studentStatus,3. Current status,,Full-time student,Section A,,
STUDENT_099,sectionA_selfLearningScale,4. Self-learning ability (1-5),,4,Section A,,
STUDENT_099,sectionA_topicFirst,5. First topic selected for assessment,,word_embedding,Section A,,
STUDENT_099,sectionA_topicSecond,6. Second topic selected for assessment,,association_rules_mining,Section A,,
STUDENT_099,sectionA_studiedTopic1,7. Studied Topic 1 before?,,Self-taught,Section A,,
STUDENT_099,sectionA_studiedTopic2,8. Studied Topic 2 before?,,Self-taught,Section A,,
STUDENT_099,sectionA_familiarityTopic1Scale,9. Familiarity with Topic 1 (1-5),,4,Section A,,
STUDENT_099,sectionA_familiarityTopic2Scale,10. Familiarity with Topic 2 (1-5),,4,Section A,,
STUDENT_099,sectionA_usedGenAi,11. Used GenAI tools for learning?,,Yes,Section A,,
STUDENT_099,sectionA_aiLearningFrequency,12. Frequency of using AI for learning,,Daily,Section A,,
STUDENT_099,sectionA_aiToolPrimary,13. AI tool used most,,ChatGPT,Section A,,
STUDENT_099,sectionA_aiStudyPurpose,14. Primary purpose of using AI,,information gathering,Section A,,
STUDENT_099,sectionA_attendedAiTraining,15. Attended AI course or workshop?,,Yes,Section A,,
STUDENT_099,sectionB_word_embedding_q1,What is a word embedding?,B,B,Section B,Word Embedding,correct
STUDENT_099,sectionB_word_embedding_q2,Which model is commonly used to learn word embeddings?,B,B,Section B,Word Embedding,correct
STUDENT_099,sectionB_word_embedding_q3,"If two words have similar embeddings, it means:",C,C,Section B,Word Embedding,correct
STUDENT_099,sectionB_word_embedding_q4,Main difference: one-hot vs word embeddings?,C,C,Section B,Word Embedding,correct
STUDENT_099,sectionB_word_embedding_q5,Find words with similar meanings. What to use?,B,B,Section B,Word Embedding,correct
STUDENT_099,sectionB_word_embedding_q6,"In Word2Vec, goal of Skip-gram?",B,A,Section B,Word Embedding,incorrect
STUDENT_099,sectionB_word_embedding_q7,Why do embeddings often beat one-hot in NLP?,A,B,Section B,Word Embedding,incorrect
STUDENT_099,sectionB_word_embedding_q8,Same word multiple meanings (e.g. “bank”) causes:,B,B,Section B,Word Embedding,correct
STUDENT_099,sectionB_word_embedding_q9,Embeddings give poor similarity. Possible reasons?,"Mentions at least one: poor training data, small corpus, bad hyperparameters, lack of preprocessing","Poor embedding similarity can happen because of small or low-quality training data, limited corpus diversity, bad preprocessing, rare words, unsuitable hyperparameters, or insufficient training. Domain mismatch can also make embeddings less meaningful.",Section B,Word Embedding,correct
STUDENT_099,sectionB_word_embedding_q10,Propose one embedding application and how it improves performance.,"Provides valid application + correct explanation (e.g., search, recommendation, NLP tasks)","One application is semantic search. Embeddings map queries and documents into vectors, so the system can retrieve texts with similar meaning rather than only exact keyword matches. This improves search relevance and recall.",Section B,Word Embedding,correct
STUDENT_099,sectionB_association_rules_mining_q1,Which metric measures how frequently an itemset appears in the entire dataset?,B,B,Section B,Association Rules Mining,correct
STUDENT_099,sectionB_association_rules_mining_q2,The Apriori algorithm is primarily used for:,B,B,Section B,Association Rules Mining,correct
STUDENT_099,sectionB_association_rules_mining_q3,What does the Apriori Principle state about itemsets?,A,A,Section B,Association Rules Mining,correct
STUDENT_099,sectionB_association_rules_mining_q4,"If a rule {A} → {B} has a Lift > 1, it implies that:",B,B,Section B,Association Rules Mining,correct
STUDENT_099,sectionB_association_rules_mining_q5,"In 200 transactions, ""Coke"" appears in 100, ""Chips"" in 80, both together in 40. Confidence of {Coke} → {Chips} is:",B,A,Section B,Association Rules Mining,incorrect
STUDENT_099,sectionB_association_rules_mining_q6,"With the same data, Support for itemset {Coke, Chips} is:",A,B,Section B,Association Rules Mining,incorrect
STUDENT_099,sectionB_association_rules_mining_q7,Why does FP-Growth typically perform faster than Apriori on large datasets?,A,C,Section B,Association Rules Mining,incorrect
STUDENT_099,sectionB_association_rules_mining_q8,"If you increase the minimum confidence threshold, how does it affect discovered rules?",B,B,Section B,Association Rules Mining,correct
STUDENT_099,sectionB_association_rules_mining_q9,A retail manager wants associations that are strong beyond both being popular. Which metric should they prioritize?,C,C,Section B,Association Rules Mining,correct
STUDENT_099,sectionB_association_rules_mining_q10,"For pharmacy market-basket analysis, how would you modify traditional ARM to prioritize ""Critical Drug Interactions"" over ""Frequent Purchases""?",Assign risk-severity weights or specialized interest metrics to drug interactions so critical pairs are prioritized regardless of low purchase frequency (support).,"I would use weighted association rule mining, where drug pairs with severe interaction risk receive higher weights than ordinary frequent purchases. I would also incorporate domain knowledge from medical guidelines, lower support thresholds for critical but rare interactions, and rank rules by risk-aware metrics rather than frequency alone. This helps detect dangerous combinations even if they are not very common.",Section B,Association Rules Mining,correct
STUDENT_099,sectionC_c1,I believe that AI can help me understand difficult concepts faster.,,4,Section C,,
STUDENT_099,sectionC_c2,I think that using AI helps me save a significant amount of study time.,,4,Section C,,
STUDENT_099,sectionC_c3,I find AI effective at summarizing lengthy or complex technical documents.,,4,Section C,,
STUDENT_099,sectionC_c4,I believe mastering AI tools is a mandatory skill for my future tech career.,,4,Section C,,
STUDENT_099,sectionC_c5,I am generally confident in the accuracy of technical explanations from AI.,,4,Section C,,
STUDENT_099,sectionC_c6,I feel comfortable relying on algorithmic logic and code generated by AI.,,4,Section C,,
STUDENT_099,sectionC_c7,I trust AI as a reliable resource when exploring new technical topics.,,4,Section C,,
STUDENT_099,sectionC_c8,I feel confident using AI as a supportive tool for self-study.,,4,Section C,,
STUDENT_099,sectionC_c9,I know how to craft effective prompts for high-quality AI responses.,,4,Section C,,
STUDENT_099,sectionC_c10,I can refine my queries if the first AI response is unsatisfactory.,,4,Section C,,
